topic_i,topic_j,label_i,label_j,cosine_raw,cosine_centered,cosine_ctfidf,keyword_jaccard
14,36,THA Survivorship and Long-Term Aseptic Loosening,Periprosthetic Fracture Treatment and Fixation,0.9963492155075073,0.060849644243717194,0.5642516903396614,0.21212121212121213
25,58,Implant Survival Analysis and Competing Risk Methods,Patient Satisfaction After Joint Arthroplasty,0.9928027987480164,0.12132494151592255,0.56396555378833,0.21212121212121213
6,31,Observational Study Design and Statistical Methods,Hip-Spine Syndrome and Lumbar Fusion After THA,0.9968507885932922,0.48985564708709717,0.5638523291766326,0.25
5,58,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Patient Satisfaction After Joint Arthroplasty,0.9896050691604614,0.08441142737865448,0.56381782999335,0.25
12,18,Ceramic-on-Ceramic Bearings and Fracture,Polyethylene Liner Performance,0.9863878488540649,0.033581752330064774,0.5636099982483603,0.2903225806451613
5,68,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Arthroplasty Volume Trends and Future Projections,0.9920457601547241,0.388078510761261,0.5631270069291174,0.25
25,36,Implant Survival Analysis and Competing Risk Methods,Periprosthetic Fracture Treatment and Fixation,0.9948853254318237,0.3835880160331726,0.5628424192933524,0.21212121212121213
25,67,Implant Survival Analysis and Competing Risk Methods,Cardiac Complications and Medical Comorbidities After TJA,0.9958572387695312,0.6159384250640869,0.5625681114521168,0.17647058823529413
35,46,Registry-Based Revision Risk and Implant Survivorship,Radiographic Implant Survival and Loosening Assessment,0.9968366622924805,0.36267489194869995,0.5623050279127944,0.25
10,31,Aseptic Loosening of Hip and Knee Implants,Hip-Spine Syndrome and Lumbar Fusion After THA,0.997821569442749,0.5057908296585083,0.5618246203869255,0.21212121212121213
10,19,Aseptic Loosening of Hip and Knee Implants,"Patellar Resurfacing, PCL Management, and Knee Design",0.9954143762588501,-0.061956025660037994,0.5614531812564406,0.17647058823529413
12,39,Ceramic-on-Ceramic Bearings and Fracture,Hip Dysplasia and Periacetabular Osteotomy,0.9972780346870422,0.7578812837600708,0.561048940667409,0.25
13,21,Case Reports of Unusual Arthroplasty Complications,Adverse Local Tissue Reactions and Implant Corrosion,0.989078164100647,0.10244634747505188,0.5599471149210016,0.21212121212121213
0,80,Tranexamic Acid and Perioperative Blood Management,"Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9961309432983398,0.5296525359153748,0.5589936838347758,0.2903225806451613
8,56,"Knee Kinematics, Gap Balancing, and ROM",Tibial Mechanical Axis and Varus-Valgus Alignment,0.9978123903274536,0.7721339464187622,0.5582531362971597,0.2903225806451613
43,55,National Joint Replacement Registry Studies,Cementless Stem Subsidence and Early Fixation,0.996231198310852,0.31595271825790405,0.5581604836741141,0.17647058823529413
25,47,Implant Survival Analysis and Competing Risk Methods,Ambulatory Surgery Center and Outpatient TJA,0.9923839569091797,0.07556844502687454,0.5580228435215705,0.21212121212121213
6,10,Observational Study Design and Statistical Methods,Aseptic Loosening of Hip and Knee Implants,0.9945930242538452,0.23654191195964813,0.5578197616908945,0.2903225806451613
51,63,Soft Tissue Balancing and Ligament Release in TKA,Knee Flexion and Range of Motion After TKA,0.9976257085800171,0.5632181763648987,0.5554660769810633,0.17647058823529413
19,25,"Patellar Resurfacing, PCL Management, and Knee Design",Implant Survival Analysis and Competing Risk Methods,0.991604208946228,-0.16901712119579315,0.5552618228375336,0.17647058823529413
20,67,Depression and Mental Health in Arthroplasty,Cardiac Complications and Medical Comorbidities After TJA,0.9956772327423096,0.6512812376022339,0.5538498384424988,0.17647058823529413
6,20,Observational Study Design and Statistical Methods,Depression and Mental Health in Arthroplasty,0.992445707321167,0.34748175740242004,0.5536588652197734,0.14285714285714285
28,47,Medicare Reimbursement and Bundled Payments (Proms),Ambulatory Surgery Center and Outpatient TJA,0.9981274008750916,0.5543875694274902,0.55266540862189,0.21212121212121213
7,25,Systematic Reviews and Meta-Analyses,Implant Survival Analysis and Competing Risk Methods,0.9956504106521606,0.5522741079330444,0.551762256145953,0.21212121212121213
5,28,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Medicare Reimbursement and Bundled Payments (Proms),0.990371823310852,0.16795003414154053,0.551727845936522,0.17647058823529413
34,80,"Opioid Use, Prescription Patterns, and Stewardship","Opioid Use, Prescription Patterns, and Stewardship (Efficacy Safety)",0.9945642948150635,0.20653218030929565,0.5512328894366605,0.17647058823529413
1,56,Acetabular Cup Orientation and Component Positioning,Tibial Mechanical Axis and Varus-Valgus Alignment,0.9982067942619324,0.7588913440704346,0.5505834667389714,0.25
46,81,Radiographic Implant Survival and Loosening Assessment,Knee Society Score and Clinical Outcome Reporting,0.9970018267631531,0.5583742260932922,0.5505658439991559,0.2903225806451613
10,59,Aseptic Loosening of Hip and Knee Implants,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9959839582443237,0.7382711172103882,0.5505465115228477,0.14285714285714285
36,70,Periprosthetic Fracture Treatment and Fixation,Femoral Stem Survival and Aseptic Loosening,0.9970800280570984,0.3154090642929077,0.5503456492514336,0.25
14,45,THA Survivorship and Long-Term Aseptic Loosening,Direct Anterior Approach Total Hip Arthroplasty,0.9968517422676086,0.3196190297603607,0.5490770122136583,0.17647058823529413
31,45,Hip-Spine Syndrome and Lumbar Fusion After THA,Direct Anterior Approach Total Hip Arthroplasty,0.9978688955307007,0.28037330508232117,0.5484544805056978,0.2903225806451613
20,47,Depression and Mental Health in Arthroplasty,Ambulatory Surgery Center and Outpatient TJA,0.9917794466018677,0.1480085849761963,0.5483387896715737,0.17647058823529413
54,77,Morbid Obesity and Joint Arthroplasty Complications,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9938153028488159,0.136144757270813,0.5472866581922022,0.25
0,66,Tranexamic Acid and Perioperative Blood Management,Blood Loss and Transfusion Management,0.9972406625747681,0.5556992292404175,0.5470784750623993,0.21212121212121213
19,56,"Patellar Resurfacing, PCL Management, and Knee Design",Tibial Mechanical Axis and Varus-Valgus Alignment,0.9973817467689514,0.5985087156295776,0.5465481130678986,0.21212121212121213
6,35,Observational Study Design and Statistical Methods,Registry-Based Revision Risk and Implant Survivorship,0.9964531660079956,0.4987318515777588,0.5463397368879669,0.2903225806451613
4,19,KOOS and Knee-Specific PROMs,"Patellar Resurfacing, PCL Management, and Knee Design",0.9972587823867798,0.2146131694316864,0.5458566538249165,0.21212121212121213
14,59,THA Survivorship and Long-Term Aseptic Loosening,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9878561496734619,-0.10994601249694824,0.5455524861357043,0.17647058823529413
14,81,THA Survivorship and Long-Term Aseptic Loosening,Knee Society Score and Clinical Outcome Reporting,0.9943326711654663,0.18351474404335022,0.545319143846795,0.25
2,36,Primary Total Hip Arthroplasty Technique and Outcomes,Periprosthetic Fracture Treatment and Fixation,0.9955240488052368,0.03708600997924805,0.5443350354035812,0.21212121212121213
6,11,Observational Study Design and Statistical Methods,Aspirin vs Anticoagulant VTE Prophylaxis,0.9964851140975952,0.5059629678726196,0.5442711302214036,0.21212121212121213
27,28,Medicare Reimbursement and Bundled Payments (Costs),Medicare Reimbursement and Bundled Payments (Proms),0.9982049465179443,0.6177692413330078,0.5440306223732533,0.21212121212121213
28,62,Medicare Reimbursement and Bundled Payments (Proms),Same-Day Discharge Protocols in Joint Arthroplasty,0.9962355494499207,0.4581870138645172,0.5435377813453066,0.17647058823529413
5,77,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9887970685958862,-0.05435085669159889,0.5431256663138115,0.25
10,68,Aseptic Loosening of Hip and Knee Implants,Arthroplasty Volume Trends and Future Projections,0.9953982830047607,0.20035427808761597,0.5422301663854574,0.17647058823529413
25,40,Implant Survival Analysis and Competing Risk Methods,KOOS and Knee-Specific PROMs (Expectations),0.9948790669441223,0.490474134683609,0.5397419769798727,0.17647058823529413
4,25,KOOS and Knee-Specific PROMs,Implant Survival Analysis and Competing Risk Methods,0.9896962642669678,-0.3249431848526001,0.538949753394484,0.14285714285714285
5,40,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),KOOS and Knee-Specific PROMs (Expectations),0.994149386882782,0.5967865586280823,0.5386437042826357,0.17647058823529413
7,10,Systematic Reviews and Meta-Analyses,Aseptic Loosening of Hip and Knee Implants,0.9961739778518677,0.373616486787796,0.5374253834949633,0.25
5,36,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Periprosthetic Fracture Treatment and Fixation,0.9918277263641357,0.3134893476963043,0.5366635442663269,0.21212121212121213
33,59,Osteolysis and Implant Loosening,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9957946538925171,0.7089383602142334,0.5358347317501033,0.21212121212121213
12,35,Ceramic-on-Ceramic Bearings and Fracture,Registry-Based Revision Risk and Implant Survivorship,0.9937905669212341,0.3293365240097046,0.5349972503783651,0.25
31,36,Hip-Spine Syndrome and Lumbar Fusion After THA,Periprosthetic Fracture Treatment and Fixation,0.9991775751113892,0.6239159107208252,0.5349022552031502,0.21212121212121213
4,79,KOOS and Knee-Specific PROMs,KOOS Outcomes After Simultaneous Bilateral TKA,0.9971960186958313,0.5575635433197021,0.5338724437603858,0.25
30,55,Unicompartmental Knee Arthroplasty Functional Outcomes,Cementless Stem Subsidence and Early Fixation,0.9962910413742065,0.3010028004646301,0.5334404284079418,0.25
60,62,Bariatric Surgery Prior to Joint Arthroplasty,Same-Day Discharge Protocols in Joint Arthroplasty,0.9975571632385254,0.7045592069625854,0.5329631183682809,0.14285714285714285
12,43,Ceramic-on-Ceramic Bearings and Fracture,National Joint Replacement Registry Studies,0.9913185834884644,0.13000139594078064,0.5322727865321012,0.25
5,71,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Vancomycin Prophylaxis and Acute Kidney Injury Risk,0.9982288479804993,0.9038635492324829,0.531378601688572,0.17647058823529413
42,51,Lower Extremity Deformity and Ligament Reconstruction,Soft Tissue Balancing and Ligament Release in TKA,0.9951419830322266,0.16399383544921875,0.530606871630816,0.25
67,77,Cardiac Complications and Medical Comorbidities After TJA,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9946205615997314,0.18208320438861847,0.5304591413847816,0.25
46,59,Radiographic Implant Survival and Loosening Assessment,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9939054250717163,0.5236482620239258,0.5299982447926695,0.17647058823529413
10,57,Aseptic Loosening of Hip and Knee Implants,Ceramic Components and Periprosthetic Osteolysis,0.9914826154708862,-0.09379101544618607,0.5297890692108607,0.25
10,54,Aseptic Loosening of Hip and Knee Implants,Morbid Obesity and Joint Arthroplasty Complications,0.9962546825408936,0.5669437050819397,0.5296810338869685,0.25
25,35,Implant Survival Analysis and Competing Risk Methods,Registry-Based Revision Risk and Implant Survivorship,0.9945727586746216,0.409261018037796,0.5295229727298084,0.14285714285714285
7,60,Systematic Reviews and Meta-Analyses,Bariatric Surgery Prior to Joint Arthroplasty,0.9968260526657104,0.537603497505188,0.5293054552192027,0.2903225806451613
6,77,Observational Study Design and Statistical Methods,Bilateral Total Knee Arthroplasty and Simultaneous Staging,0.9952619075775146,0.21174615621566772,0.5286566685851886,0.25
30,51,Unicompartmental Knee Arthroplasty Functional Outcomes,Soft Tissue Balancing and Ligament Release in TKA,0.9926412105560303,-0.07101918756961823,0.5283648367324248,0.17647058823529413
25,59,Implant Survival Analysis and Competing Risk Methods,Extended Trochanteric Osteotomy and Periprosthetic Fracture,0.9961174130439758,0.7409982681274414,0.5282114909151598,0.1111111111111111
19,40,"Patellar Resurfacing, PCL Management, and Knee Design",KOOS and Knee-Specific PROMs (Expectations),0.9943282604217529,-0.08308135718107224,0.5280958454958078,0.25
36,45,Periprosthetic Fracture Treatment and Fixation,Direct Anterior Approach Total Hip Arthroplasty,0.9982545971870422,0.44932085275650024,0.5278465682337671,0.17647058823529413
40,79,KOOS and Knee-Specific PROMs (Expectations),KOOS Outcomes After Simultaneous Bilateral TKA,0.9902111291885376,-0.26121994853019714,0.5278202169555047,0.2903225806451613
3,10,Periprosthetic Joint Infection Diagnosis and Treatment,Aseptic Loosening of Hip and Knee Implants,0.9978625774383545,0.5529975891113281,0.527399121162676,0.1111111111111111
25,81,Implant Survival Analysis and Competing Risk Methods,Knee Society Score and Clinical Outcome Reporting,0.9942466020584106,0.44226014614105225,0.5269320282799753,0.25
43,70,National Joint Replacement Registry Studies,Femoral Stem Survival and Aseptic Loosening,0.9956732392311096,0.356734037399292,0.5268666084915588,0.17647058823529413
20,42,Depression and Mental Health in Arthroplasty,Lower Extremity Deformity and Ligament Reconstruction,0.9948863387107849,0.541832447052002,0.52685380879613,0.21212121212121213
44,54,30-Day Readmission and Postoperative Complications,Morbid Obesity and Joint Arthroplasty Complications,0.9968799948692322,0.6580942869186401,0.5266701471165413,0.21212121212121213
44,48,30-Day Readmission and Postoperative Complications,Risk Assessment and Discharge Disposition Models,0.9950913190841675,0.29033446311950684,0.5253960937769655,0.21212121212121213
5,35,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Registry-Based Revision Risk and Implant Survivorship,0.9926401376724243,0.4453607499599457,0.5246899292737287,0.21212121212121213
25,37,Implant Survival Analysis and Competing Risk Methods,Femoral Head Collapse and Osteonecrosis,0.9917424917221069,-0.028384974226355553,0.5245871489183687,0.25
20,79,Depression and Mental Health in Arthroplasty,KOOS Outcomes After Simultaneous Bilateral TKA,0.982400119304657,-0.610063374042511,0.5243600129715276,0.25
28,48,Medicare Reimbursement and Bundled Payments (Proms),Risk Assessment and Discharge Disposition Models,0.9975770711898804,0.5742548704147339,0.5243439118076734,0.14285714285714285
5,30,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Unicompartmental Knee Arthroplasty Functional Outcomes,0.9940809011459351,0.5900980830192566,0.5239727714177722,0.17647058823529413
45,55,Direct Anterior Approach Total Hip Arthroplasty,Cementless Stem Subsidence and Early Fixation,0.9975694417953491,0.28400102257728577,0.5235794537328511,0.17647058823529413
15,23,Medicare Reimbursement and Bundled Payments,Value-Based Care and Alternative Payment Models,0.993345320224762,0.6987912654876709,0.5233241231836419,0.17647058823529413
5,48,Periprosthetic Joint Infection Diagnosis and Treatment (Odds),Risk Assessment and Discharge Disposition Models,0.9841306209564209,-0.3048558533191681,0.5220938788712102,0.14285714285714285
10,21,Aseptic Loosening of Hip and Knee Implants,Adverse Local Tissue Reactions and Implant Corrosion,0.988980770111084,-0.3657284379005432,0.5216403625887176,0.21212121212121213
