doc_id,pmid,year,journal,title,topic_id,topic_probability,clinical_label
172,16139704,2005,The Journal of arthroplasty,Autogenous femoral head bone grafts for acetabular deficiency in total-hip arthroplasty for developmental dysplasia of the hip: long-term effect on pelvic bone stock.,2,0.1195882853063769,Primary Total Hip Arthroplasty Technique and Outcomes
173,16309989,2005,The Journal of arthroplasty,Acetabular medial wall displacement osteotomy in total hip arthroplasty: a technique to optimize the acetabular reconstruction in acetabular dysplasia.,2,1.0,Primary Total Hip Arthroplasty Technique and Outcomes
174,16309991,2005,The Journal of arthroplasty,Total hip arthroplasty after failed transtrochanteric rotational osteotomy for avascular necrosis of the femoral head.,39,1.0,Hip Dysplasia and Periacetabular Osteotomy
175,16309992,2005,The Journal of arthroplasty,Long-term results of total condylar knee arthroplasty.,12,1.0,Ceramic-on-Ceramic Bearings and Fracture
176,16309993,2005,The Journal of arthroplasty,Total knee arthroplasty in stiff and ankylosed knees.,81,1.0,Knee Society Score and Clinical Outcome Reporting
177,16309994,2005,The Journal of arthroplasty,Intraobserver errors in obtaining visually selected anatomic landmarks during registration process in nonimage-based navigation-assisted total knee arthroplasty: a cadaveric experiment.,1,0.3872911043794929,Acetabular Cup Orientation and Component Positioning
178,16309995,2005,The Journal of arthroplasty,Preparation of the flexion gap affects the extension gap in total knee arthroplasty.,8,0.0759682737210364,"Knee Kinematics, Gap Balancing, and ROM"
179,16309996,2005,The Journal of arthroplasty,Prognostic factors influencing the functional outcome of total hip arthroplasty for hip infection sequelae.,-1,0.0188389068680442,
180,16309997,2005,The Journal of arthroplasty,A new plain radiography method using the optimal angle of knee flexion for assessing early degeneration of the knee joint.,-1,0.1353400068345378,
181,16309998,2005,The Journal of arthroplasty,Randomized control trial comparing radiographic total knee arthroplasty implant placement using computer navigation versus conventional technique.,1,0.1077082228441038,Acetabular Cup Orientation and Component Positioning
182,16309999,2005,The Journal of arthroplasty,Early failure of smooth hydroxyapatite-coated press-fit acetabular cup--7 years of follow-up.,-1,0.1413575171182618,
183,16230244,2005,The Journal of arthroplasty,Comparison between 4-hour clamping drainage and nonclamping drainage after total knee arthroplasty.,0,0.0918870546391836,Tranexamic Acid and Perioperative Blood Management
184,16310000,2005,The Journal of arthroplasty,Total hip arthroplasty with the use of nonmodular cementless acetabular component.,12,1.0,Ceramic-on-Ceramic Bearings and Fracture
185,16310002,2005,The Journal of arthroplasty,Is high flexion following total knee arthroplasty safe?: evaluation of knee joint loads in the patients during maximal flexion.,8,0.2082695908425034,"Knee Kinematics, Gap Balancing, and ROM"
186,16310003,2005,The Journal of arthroplasty,Cementation of a metal-inlay polyethylene liner into a stable metal shell in revision total hip arthroplasty.,-1,0.0382897249271535,
187,16309988,2005,The Journal of arthroplasty,Total knee arthroplasty for profound varus deformity: technique and radiological results in 173 knees with varus of more than 20 degrees.,-1,0.016014907317918,
188,16310005,2005,The Journal of arthroplasty,Total knee arthroplasty in hemophilic arthropathy of the knee.,42,0.0582499257296456,Lower Extremity Deformity and Ligament Reconstruction
189,16310006,2005,The Journal of arthroplasty,Influence of hip position on knee flexion angle in patients undergoing total knee arthroplasty.,-1,0.0353972937933816,
190,16310007,2005,The Journal of arthroplasty,The early results of high-flex total knee arthroplasty: a minimum of 2 years of follow-up.,-1,0.0469051675878728,
191,16310004,2005,The Journal of arthroplasty,Premature failure of the polyethylene tibial bearing surface of the Interax knee arthroplasty.,-1,0.0363767100984806,
192,16310008,2005,The Journal of arthroplasty,Laceration of femoral vessels by an avulsion fracture fragment of the lesser trochanter after bipolar hemiarthroplasty.,13,0.6279494595239409,Case Reports of Unusual Arthroplasty Complications
193,16310009,2005,The Journal of arthroplasty,Mycobacterium farcinogenes infection after total hip arthroplasty.,13,1.0,Case Reports of Unusual Arthroplasty Complications
194,16376248,2005,The Journal of arthroplasty,Perioperative morbidity and 30-day mortality after intertrochanteric hip fractures treated by internal fixation or arthroplasty.,-1,0.0259301229469998,
195,16376249,2005,The Journal of arthroplasty,Blood loss after total hip replacement: a prospective randomized study between wound compression and drainage.,0,0.1053871037481268,Tranexamic Acid and Perioperative Blood Management
196,16376251,2005,The Journal of arthroplasty,Effect of the timing of tourniquet release on perioperative blood loss associated with cementless total knee arthroplasty: a prospective randomized study.,0,0.0817294038795227,Tranexamic Acid and Perioperative Blood Management
197,16376253,2005,The Journal of arthroplasty,Waiting for hip arthroplasty: economic costs and health outcomes.,58,1.0,Patient Satisfaction After Joint Arthroplasty
198,16376254,2005,The Journal of arthroplasty,Isolated revision of failed metal-backed patellar components: outcome with minimum 4-year follow-up.,-1,0.0544339503680846,
199,16376256,2005,The Journal of arthroplasty,"Clinical results in valgus total knee arthroplasty with the ""pie crust"" technique of lateral soft tissue releases.",-1,0.0156440505380226,
200,16376257,2005,The Journal of arthroplasty,Intraoperative frozen section for detecting active infection in failed hip and knee arthroplasties.,9,1.0,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
201,16376252,2005,The Journal of arthroplasty,Early healing with locked condylar plating of periprosthetic fractures around the knee.,-1,0.0447796413891123,
202,16376258,2005,The Journal of arthroplasty,Total hip arthroplasty in developmental high dislocation of the hip.,2,0.3151153920840075,Primary Total Hip Arthroplasty Technique and Outcomes
203,16376259,2005,The Journal of arthroplasty,Total hip arthroplasty in adult patients who had developmental dysplasia of the hip.,-1,0.0261270865975087,
204,16376260,2005,The Journal of arthroplasty,Health outcome measures in the evaluation of total hip arthroplasties--a comparison between the Harris hip score and the Oxford hip score.,-1,0.0210423780976093,
205,16376261,2005,The Journal of arthroplasty,Mechanisms for pumping fluid through cementless acetabular components with holes.,26,0.2612617042802516,Femoral Head Taper Corrosion and Modular Junction Failure
206,16376262,2005,The Journal of arthroplasty,Serum interleukin 8 levels correlate with synovial fluid levels in patients with aseptic loosening of hip prosthesis.,9,0.19791822883772,Periprosthetic Joint Infection Diagnosis and Treatment (Synovial)
207,16376263,2005,The Journal of arthroplasty,In vitro elution of vancomycin from calcium phosphate cement.,38,0.1615659012638916,Implant Biofilm and Infection Biology
208,16376264,2005,The Journal of arthroplasty,The functional flexion-extension axis of the knee corresponds to the surgical epicondylar axis: in vivo analysis using a biplanar image-matching technique.,1,1.0,Acetabular Cup Orientation and Component Positioning
209,16376266,2005,The Journal of arthroplasty,Total hip arthroplasty in osteopetrosis using computer-assisted fluoroscopic navigation.,-1,0.0032864580348694,
210,16376267,2005,The Journal of arthroplasty,Flexion contracture after total knee arthroplasty in a patient with Parkinson's disease: successful treatment with botulinum toxin type A.,10,0.0866139724626444,Aseptic Loosening of Hip and Knee Implants
211,16376268,2005,The Journal of arthroplasty,Bilateral gluteal compartment syndrome after total hip arthroplasty under epidural anesthesia.,13,0.3021385494062964,Case Reports of Unusual Arthroplasty Complications
212,16376269,2005,The Journal of arthroplasty,Late fatigue fracture of a modern cemented [corrected] cobalt chrome stem for total hip arthroplasty: a report of 10 cases.,-1,0.0735737259557145,
213,16627145,2006,The Journal of arthroplasty,"Femoral revision with a fluted, tapered, modular stem seventy patients followed for a mean of 3.9 years.",-1,0.0591690586463067,
214,16627143,2006,The Journal of arthroplasty,Total knee arthroplasty in the elderly. Is there an age limit?,-1,0.1078091924878737,
215,16781413,2006,The Journal of arthroplasty,"Wear resistance and mechanical properties of highly cross-linked, ultrahigh-molecular weight polyethylene doped with vitamin E.",-1,0.0446680472404025,
216,16520222,2006,The Journal of arthroplasty,A Study for a retrieved implant of ceramic-on-ceramic total hip arthroplasty.,16,0.1564267971899174,Implant Retrieval and Corrosion Analysis
217,16627142,2006,The Journal of arthroplasty,Surface cementation of stemmed tibial components in primary total knee arthroplasty: minimum 5-year follow-up.,-1,0.0192080278144368,
218,16627138,2006,The Journal of arthroplasty,Total hip arthroplasty in patients with renal failure: a comparison between transplant and dialysis patients.,25,0.3248319457159502,Implant Survival Analysis and Competing Risk Methods
219,16627140,2006,The Journal of arthroplasty,Total hip arthroplasty with the porous-coated anatomic hip prosthesis: results at 11 to 18 years.,57,1.0,Ceramic Components and Periprosthetic Osteolysis
220,16627139,2006,The Journal of arthroplasty,"Relationship between product demand, tibial polyethylene insert shelf age, and total knee arthroplasty survival: retrospective review of total knees of one design.",-1,0.2636851825986559,
221,16520223,2006,The Journal of arthroplasty,Previously unreported complication of trephine reamers in revision total hip arthroplasty.,18,0.2071447080977252,Polyethylene Liner Performance
222,16627137,2006,The Journal of arthroplasty,Malignant tumors at the site of total hip prosthesis. Analytic review of 46 cases.,-1,0.1494729619413215,
223,16627146,2006,The Journal of arthroplasty,The influence of ambient theater temperature on cement setting time.,1,0.3174312126089678,Acetabular Cup Orientation and Component Positioning
224,16627141,2006,The Journal of arthroplasty,"Comparison of two hydroxyapatite-coated femoral stems: clinical, functional, and bone densitometry evaluation of patients randomized to a regular or modified hydroxyapatite-coated stem aimed at proximal fixation.",-1,0.0426893622492017,
225,16627147,2006,The Journal of arthroplasty,Coagulation parameters after retransfusion of unwashed blood.,0,1.0,Tranexamic Acid and Perioperative Blood Management
226,17027547,2006,The Journal of arthroplasty,Outcome of the contralateral hip in rapidly destructive arthrosis after total hip arthroplasty: a preliminary report.,39,0.0544609616617389,Hip Dysplasia and Periacetabular Osteotomy
227,16627149,2006,The Journal of arthroplasty,Outcome assessment in the elderly after total hip arthroplasty.,-1,0.0927446559271528,
228,16627150,2006,The Journal of arthroplasty,A proposed classification of supracondylar femur fractures above total knee arthroplasties.,1,1.0,Acetabular Cup Orientation and Component Positioning
229,16627151,2006,The Journal of arthroplasty,Common misconceptions of normal hip joint relations on pelvic radiographs.,1,0.1314493763761935,Acetabular Cup Orientation and Component Positioning
